text,original_label,label_name,checked_label,comment;;;;;;;;;;;;
"Ganguly #39;s growling list of woe With the NatWest Challenge a thing of the past, Cricket365 scours the papers to bring our readers what the Indian media are saying about their players.,1,Sports,,";;;;;;;;;;;;
Kerry Courts Black Voters at Church Stops (AP) AP - With just three Sundays left before Election Day, Sen. John Kerry is asking for all the help he can get from black voters and the Almighty.,0,World,,;;;;;;;;;;;;
French finance minister calls for European energy policy French Finance Minister Nicolas Sarkozy on Tuesday called for a European energy policy and said France #39;s eurozone partners should join it in a plan to pass on surplus tax receipts to consumers.,2,Business,,;;;;;;;;;;;
2004 Was Year of Netsky Worm, Web Firm Sophos Says Netsky-P, an email computer worm allegedly written by a German teenager, was the hardest-hitting virus of 2004, disrupting tens of thousands of businesses and homes worldwide, Web security firm Sophos says.,3,Sci/Tech,,;;;;;;;;;;;;
Rates set to be on hold for rest of year Bank of England policymakers did not even discuss raising interest rates earlier this month, raising the probability that borrowing costs will remain on ,2,Business,,;;;;;;;;;;;;
Blast at Police Post in Nassiriya, Three Dead  NASSIRIYA, Iraq (Reuters) - A blast ripped through a police  station in the town of Nassiriya in southern Iraq on Friday,  killing three police and wounding others, police said.,0,World,,;;;;;;;;;;;;
Cendant Nears Deal to Buy Orbitz Travel Site The deal would end a daring experiment by the nation's airlines, which created Orbitz as a competitor to Expedia and online ticketing sites like it.,2,Business,,;;;;;;;;;;;;
"Retails Sales Up in November Consumers showed a bit of cheer in November, boosting sales at the nation #39;s retailers by 0.1 percent. The newest report on consumers #39; buying, issued by the Commerce Department today, turned out to be somewhat ,2,Business,,";;;;;;;;;;;;
"Philly tailback has to prove he #39;s durable Never mind that after only two NFL seasons Brian Westbrook #39;s medical dossier includes notations on a couple of sprained ankles, wrist surgery and an operation only seven months ago to stitch ,1,Sports,,";;;;;;;;;;;;
Italian kidnap victim freed CAGAYAN DE ORO CITY -- Andrea Cianferoni, an Italian kidnapped 2:30 pm yesterday by four armed men in the hinterland village of Delabayan of Kauswagan town, Lanao del Norte was released 10:30 am today, in barangay Inudaran of the same town, according to ,0,World,,;;;;;;;;;;;;
SI.com ST. LOUIS (Ticker) -- It looked like Roger Clemens , Lance Berkman and Jeff Bagwell were leading the Houston Astros to an easy victory, but it turned out to be not so easy.,1,Sports,,;;;;;;;;;;;;
Pay heed to domestic market, IT firms told Indian software companies, which have been busy conquering the world and neglecting their backyard, should not continue doing so. This is because the domestic market is going to grow into a huge opportunity ,3,Sci/Tech,,;;;;;;;;;;;;
"EU Sees Russia Backsliding on Democracy (Reuters) Reuters - Russsia is ""backsliding"" on democracy\and the bloc must speak to Moscow frankly about it as an equal\partner, the European Union's incoming External Relations\Commissioner said Tuesday.,0,World,,";;;;;;;;;;;;
"Computer Associates to Cut Workforce -WSJ  NEW YORK (Reuters) - Computer Associates International Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CA.N target=/stocks/quickinfo/fullquote""&gt;CA.N&lt;/A&gt; will lay off about 5 percent of its work force in an  attempt to cut costs, the Wall Street Journal reported on  Wednesday.,2,Business,,";;;;;;;;;;;;
Global economy to hit headwinds next year: OECD (AFP) AFP - China, Japan and North America will pull the global economy forward over the next two years despite headwinds thrown up by high oil prices and tenacious deficits, the OECD predicted.,2,Business,,;;;;;;;;;;;;
Rain adds to exhaustion as earthquake-hit Japan fears landslides (AFP) AFP - Rain has triggered fears of fresh landslides in the Niigata region hit by Japan's deadliest earthquake in nine years as exhaustion was wearing down tens of thousands in shelters.,0,World,,;;;;;;;;;;;;
Kabul suicide bomber wounds seven A Taliban suicide fighter killed himself and wounded at least seven others, including three members of a NATO-led peacekeeping force, in a grenade attack on a busy shopping street in central Kabul.,0,World,,;;;;;;;;;;;;
"Document on CPC governance capability issued The Communist Party of China (CPC) Sunday published a major policy document on enhancing the Party #39;s governance capability, stressing it is  quot;a major strategic subject with a bearing on the success of China #39;s socialist cause, the future and destiny of the ,0,World,,";;;;;;;;;;;;
Experts Fear Messy, Disorderly Election (Reuters) Reuters - Long lines, malfunctioning machines\and dueling lawyers could turn next week's U.S. presidential\election and its aftermath into a disorderly and even chaotic\experience, political analysts said on Tuesday.,0,World,,;;;;;;;;;;;;
Stocks May Open Lower on Jobs Report NEW YORK - U.S. stocks are seen flat to slightly lower at the open Monday as investors grapple with Friday's disappointing jobs report...,0,World,,;;;;;;;;;;;;
"Sprint, Nextel Join in  #36;35 Billion Deal (AP) AP - Telecommunications giant Sprint Corp. is acquiring Nextel Communications Inc. in a  #36;35 billion deal that would create the nation's third largest wireless telephone service provider.,3,Sci/Tech,,";;;;;;;;;;;;
"AMD ships 90nm chips Sunnyvale-based computer chip maker Advanced Micro Devices, Inc., says it #39;s shipped its first low-power Mobile AMD Athlon 64 processors made with its new 90 nanometer (nm) manufacturing process. ,3,Sci/Tech,,";;;;;;;;;;;;
IDC sees decline in handheld market The global market for handheld devices continues to dwindle, according to data released by IDC this week. The industry has recorded a year-over-year fall for the third successive quarter, the researcher said.,3,Sci/Tech,,;;;;;;;;;;;;
"Noble Energy to Buy Patina for \$2.76 B Noble Energy Inc. Thursday said it agreed to acquire Patina Oil  amp; Gas Corp. for about \$2.76 billion, plus debt. Denver-based Patina owns oil and gas fields in mainly in Colorado, Texas, Oklahoma and New Mexico.,2,Business,,";;;;;;;;;;;;
A Look at U.S. Military Deaths in Iraq (AP) AP - As of Friday, Oct. 22, 2004, at least 1,104 members of the U.S. military have died since the beginning of the Iraq war in March 2003, according to an Associated Press count. At least 844 died as a result of hostile action, according to the Defense Department. The figures include three military civilians.,0,World,,;;;;;;;;;;;;
"UK Music Industry Sues File Sharers The UK music industry has today launched a  #39;rolling program of legal action #39; against illegal downloaders, the first of its kind in the country.,3,Sci/Tech,,";;;;;;;;;;;;
"Amgen Net Down, Adjusted Earnings Rise  NEW YORK (Reuters) - Amgen Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMGN.O target=/stocks/quickinfo/fullquote""&gt;AMGN.O&lt;/A&gt;, the world's  biggest biotechnology company, on Wednesday reported a lower  third-quarter net profit as a result of expenses related to the  acquisition of Tularik Inc.,2,Business,,";;;;;;;;;;;;
"Deep, faint tremors in central California fascinate, worry &lt;b&gt;...&lt;/b&gt; Deep beneath the San Andreas Fault in central California, the ground has been erupting in strange, faint tremors that last up to 20 minutes, scientists reported Thursday.,3,Sci/Tech,,";;;;;;;;;;;;
IBM Stock Is Rising in Pre-Market Trading (AP) AP - International Business Machines Corp. stock rose in pre-market trading Tuesday, a day after the the company reported better than expected earnings for the third quarter.,3,Sci/Tech,,;;;;;;;;;;;;
Profiting From Moore's Law Intel develops a new chip that roughly doubles the number of transistors on a chip.,2,Business,,;;;;;;;;;;;;
Pioneer defense clears the path For all of the CMass football fanatics out there, it's time to breathe easy. Division 1 has a champion and it's none other than St. John's of Shrewsbury.,1,Sports,,;;;;;;;;;;;;
Song and Dance as Land Mine Meeting Opens in Kenya Kenya Sunday launched an international conference aimed at working toward the eradication of land mines by the year 2009 with traditional African dances and songs.,0,World,,;;;;;;;;;;;;
"Java, Open Source, Regex, and Conformance \\The other day Tim Bray wrote up an interesting piece on java.util.regex.\\I sent him off a quick email detailing my past experiences  and he just\blogged his feedback .\\""Well... yeah, but here's a story. I was kind of surprised at the results on my\OS X box, so I took the code and data over to a nearby Windows XP box and got\similar results, so I took 'em to a Debian-stable box I had handy and once\again, about the same story. ""\\""Only, not quite the same. Because it was Perl 5.8.1 on one box and 5.8.3 on\another and 5.6.1 on the third, and the i18n/regex code was slightly different\in each version, and no two of them gave quite the same results. ""\\""Now, I'll grant that Unicode/i18n is one ...\\,3,Sci/Tech,,";;;;;;;;;;;;
"Fed Chief Hints at More Interest Rate Rises Fed Chairman Alan Greenspan said today that economic expansion had ""regained some traction,"" and suggested that the central bank would stick to its plan of gradually raising interest rates.,2,Business,,";;;;;;;;;;;;
FedEx Ground Steps to Bluetooth and GPRS Wireless (Ziff Davis) Ziff Davis - FedEx's Ground division already uses wireless RFID for asset tracking, but officials are taking a wait-and-see approach to other RFID possibilities.,3,Sci/Tech,,;;;;;;;;;;;;
France 'unaffected' by oil surge Crude oil's record-breaking run is not hitting consumer demand in France, the fastest growing euro zone economy, says budget minister Dominique Bussereau.,2,Business,,;;;;;;;;;;;;
"21 shot dead in Iraq police station massacre, two US soldiers &lt;b&gt;...&lt;/b&gt; RAMADI, Iraq, Nov 7 (AFP) - Gunmen rounded up and killed 21 policemen and two US soldiers died in separate attacks in Iraq Sunday, one day after car bombs and clashes killed 36 people in the restive Sunni heartland.,0,World,,";;;;;;;;;;;;
"Israel pulls out of Khan Yunis leaving 17 dead as Qurei urges int #39; &lt;b&gt;...&lt;/b&gt; Israeli troops withdrew from the southern Gaza Strip town of Khan Yunis on Tuesday morning, following a 30-hour operation that left 17 Palestinians dead.,0,World,,";;;;;;;;;;;;
"For Merck, a Painful Withdrawal The two Merck  amp; Co. executives were somber as the company plane pitched and rolled through the remnants of Hurricane Jeanne on the night of Sept.,2,Business,,";;;;;;;;;;;;
Baseball Shock At Caminiti Death Ken Caminiti, the 1996 National League MVP who later admitted using steroids during his major league career, died Sunday. He was 41.,1,Sports,,;;;;;;;;;;;;
Russia and Iran close to nuclear fuel deal Russia and Iran could sign an agreement on nuclear fuel supplies to Iran soon, Russian Foreign Minister Sergey Lavrov said. According to him, the agreement on the return of spent nuclear fuel to Russia is in its final stages.,0,World,,;;;;;;;;;;;;
"Second oil spill this week shuts down Nfld rig ST. JOHN #39;S, Nfld. - Officials have shut down a drilling rig at the Terra Nova offshore oil project following another oil spill Thursday morning.,2,Business,,";;;;;;;;;;;;
Bruandwo to allow shareholders to withdraw acceptance The Takeovers Panel said today that Brundwo Pty Limited has offered two undertakings relating to its proposed A\$1.2 billion bid for Australian Leisure  amp; Hospitality Group Limited (ALH).,2,Business,,;;;;;;;;;;;
Army reservist in Iraq pleads guilty in prisoner abuse court &lt;b&gt;...&lt;/b&gt; US Army reservist Staff Sgt. Ivan  #39; #39;Chip #39; #39; Frederick pleaded guilty Wednesday to five charges of abusing Iraqi detainees at Abu Ghraib prison as a two-day court-martial opened at a US base in Baghdad.,0,World,,;;;;
UPDATE 1-India lose early wickets in rain-hit final test India struggled to 22 for two on the rain-hit first day of the fourth and final test against Australia on Wednesday after losing openers Virender Sehwag and Gautam Gambhir.,1,Sports,,;;;;;;;;;;;;
US classifies Sudan atrocities as genocide, seeks through UN probe (AFP) AFP - US Secretary of State Colin Powell classified the atrocities in Sudan's troubled Darfur region as genocide and called on the United Nations to launch a thorough probe into one of the world's worst humanitarian crises.,0,World,,;;;;;;;;;;;;
"Lions don #39;t measure up Eagles too much for Detroit DETROIT - If this was a yardstick game, the kind a team measures itself by, then the Detroit Lions need some more of them. There were more than 36 inches of separation between the Lions and the Philadelphia ,1,Sports,,";;;;;;;;;;;;
Clemens, Houston stay hot Roger Clemens got his 326th win to tie Eddie Plank for 11th on the career list and the Astros hit four first-inning home runs to beat the Cincinnati Reds, 5-2, yesterday in Houston and move into the wild-card lead with their 12th straight win.,1,Sports,,;;;;;;;;;;;;
Former Missouri Coach Onofrio Dies (AP) AP - Al Onofrio, former head football coach at Missouri who also helped design defenses for Dan Devine for more than a decade, has died. He was 83.,1,Sports,,;;;;;;;;;;;;
1 Dead 5 Injured at Arafat Mourning Tent in Gaza A shooting at a tent set up for mourners of Yasser Arafat in Gaza City has left at least one security guard dead and five others injured.,0,World,,;;;;;;;;;;;;
Gillette posts \$475M US profit in quarter on strong sales of &lt;b&gt;...&lt;/b&gt; Gillette Co. said Thursday its third-quarter profit rose 14 per cent as customers traded up to its premium-line shaving and dental care products and it sold more Duracell batteries due to the recent hurricanes.,2,Business,,;;;;;;;;
Cracker Barrel Settling Discrimination Suits Cracker Barrel has agreed to pay \$8.7 million to settle lawsuits that accused the country-cooking restaurant chain of segregating black customers, subjecting them to racial ,2,Business,,;;;;;;;;;;;;
Stocks Fall on GM Earnings, Higher Oil NEW YORK - A disappointing earnings report from General Motors Corp. and another rise in crude oil prices sent stocks lower Thursday as investors grew even more nervous about the economy...,0,World,,;;;;;;;;;;;;
"Novell, Microsoft settle row Novell Inc. of Waltham is getting a half-billion-dollar check from Microsoft Corp. to settle an antitrust case that #39;s never been filed.,2,Business,,";;;;;;;;;;;;
"Worst-jobs list makes kissing up to the boss sound fun If you #39;re sick of smooching the boss #39;s derriere, start puckering and consider yourself lucky. At least you #39;re not forced to get up close and personal with the infested hind ends of people you don #39;t know.,3,Sci/Tech,,";;;;;;;;;;;;
"Legendary venture capitalist looks ahead Since founding Sequoia Capital in 1972, he #39;s helped nurture some of the Valley #39;s biggest successes, including Apple Computer, Cisco Systems, Electronic Arts and Oracle.,3,Sci/Tech,,";;;;;;;;;;;;
Roddick to Open U.S. Davis Cup Bid Against Belarus  CHARLESTON, South Carolina (Reuters) - U.S. world number  two Andy Roddick will face Belarus' Vladimir Voltchkov in the  opening singles tie of their Davis Cup semi-final Friday.,1,Sports,,;;;;;;;;;;;;
UPDATE 2-Trump Hotels ends \$400 mln talks with DLJ Trump Hotels and Casino Resorts Inc. (DJTC.OB: Quote, Profile, Research) , trying to restructure \$1.8 billion in debt, said late Wednesday that it and DLJ Merchant ,2,Business,,;;;;;;;;;;;;
"Big media getting bigger reporter #39;s notebook HOLLYWOOD, Calif.--The nation #39;s leading Internet journalists wrapped up an annual meeting here on Sunday, confident that the World Wide Web is creating a new world order in a business that is dominated by a handful of large corporations ,2,Business,,";;;;;;;;;;;;
"U.S. Money Helped Opposition in Ukraine (AP) AP - The Bush administration has spent more than  #36;65 million in the past two years to aid political organizations in Ukraine, paying to bring opposition leader Viktor Yushchenko to meet U.S. leaders and helping to underwrite exit polls indicating he won last month's disputed runoff election.,0,World,,";;;;;;;;;;;;
Raiders' Wheatley Out with Hamstring Injury (Reuters) Reuters - Oakland Raiders running\back Tyrone Wheatley is expected to miss this week's game\against Kansas City with an injured left hamstring.,1,Sports,,;;;;;;;;;;;;
Clashes in Ramadi as militant group executes 11 Iraqi guards At least two Iraqis were killed in clashes today between US troops and insurgents in the restive city of Ramadi, as a militant group claimed it had executed 11 members of the Iraqi National Guard.,0,World,,;;;;;;;;;;;;
Florida voters may have plenty time to elect next US president (AFP) AFP - Florida elections supervisors want to give voters several days to elect candidates, a proposal offered after early voting in last month's presidential election apparently helped avoid a repeat of the 2000 election debacle.,0,World,,;;;;;;;;;;;;
"Problems Plague Bank of America #39;s Fleet Merger Nearly a year after agreeing to buy FleetBoston Financial Corp., Bank of America Corp. has found it still has a lot of explaining to do in New England.,2,Business,,";;;;;;;;;;;;
Sandisk releases flasher flash cards A CALIFORNIAN vendor of flash cards SanDisk has released new memory cards that they say will make a big splash in consumer gizmos like digital cameras and cell phones.,3,Sci/Tech,,;;;;;;;;;;;;
No finishing kick left for Pappas ATHENS -- Tom Pappas, a US gold medal favorite in the decathlon, saw his quest for an Olympic crown dashed yesterday by a serious foot injury that forced him to withdraw from the pole vault portion of the 10-event competition.,1,Sports,,;;;;;;;;;;;;
Holliston is pushed by Rogers Coming into last night's showdown with undefeated Tri-Valley League rival Holliston, the Medfield Warriors had reason to be confident. They had been averaging more than 30 points per game, and they had the league's leading scorer in halfback Bryan Lee.,1,Sports,,;;;;;;;;;;;;
Walgreen Boosts Profit, Plans More Stores Walgreen Co. (WAG.N: Quote, Profile, Research) , the top US drugstore chain, on Monday said quarterly profit rose 18.1 percent due to rising prescription demand and strong sales from its ,2,Business,,;;;;;;;;;;;;
Unisys plans to cut 1,400 workers Unisys Corp. plans to cut 1,400 jobs, or nearly 4 percent of its work force, and consolidate some facility space, moves that will help yield annualized savings of about \$70 million a year by 2005.,2,Business,,;;;;;;;;;;;;
"US Airways Pilots Reject Wage And Benefit Cuts Leaders of the US Airways pilots #39; union have rejected the carrier #39;s latest contract proposal, hampering the airline #39;s attempt to avoid filing bankruptcy a second time.,2,Business,,";;;;;;;;;;;;
Microsoft launches music service SAN FRANCISCO (CBS.MW) -- In an attempt to unseat Apple Computer from its spot on top of the online music market, Microsoft officially launched its MSN Music service Tuesday.,3,Sci/Tech,,;;;;;;;;;;;;
2 Hamas militants killed in car explosion in Gaza At least two Palestinian militants, members of Hamas armed wing Izel Dein al Qassam, were killed in a car explosion in Gaza City neighborhoods Sunday evening, Palestinian medicos, security sources and witnesses reported.,0,World,,;;;;;;;;;;;;
"Plants Perform ""Green Clean"" of Toxic Sites Many plants can naturally clean chemically contaminated soil and groundwater. Researchers are now helping them do a quicker, better job of rehabbing polluted sites.,3,Sci/Tech,,";;;;;;;;;;;;
"Report urges hazmat inspection improvement WASHINGTON -- The government needs to do a better job monitoring and inspecting hazardous materials shipped aboard airlines, according to a report released Friday by the Transportation Department #39;s inspector general.,3,Sci/Tech,,";;;;;;;;;;;;
"Reuters cameraman killed in Ramadi An Iraqi cameraman working for Reuters has been killed during heavy fighting between US forces and insurgents in Iraq #39;s western city of Ramadi on Monday, colleagues said.,0,World,,";;;;;;;;;;;;
"Moody #39;s cuts Bombardier ratings, outlook negative Moody #39;s Investors Service said on Thursday it cut Bombardier Inc. (BBDb.TO: Quote, Profile, Research) and its unit #39;s senior unsecured debt ratings, with a negative outlook.,2,Business,,";;;;;;;;;;;;
Choking on Growth Rapid economic development has led to filthy air. The good news: this is a mess that can be cleaned up,0,World,,;;;;;;;;;;;;
"Iraq PM Blames U.S.-Led Forces' 'Neglect' for Massacre (Reuters) Reuters - Iraqi interim Prime Minister Iyad\Allawi said Tuesday ""major neglect"" by U.S.-led forces led to\the murder of 49 Iraqi army recruits by insurgents this\weekend.,0,World,,";;;;;;;;;;;;
"PeopleSoft executive departs com October 15, 2004, 8:48 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.,3,Sci/Tech,,";;;;;;;;;;;;
"Gators, Zook Never Quit After Ron Zook was fired Monday as the University of Florida #39;s football coach, he agreed to stay on until the end of the season.,1,Sports,,";;;;;;;;;;;;
Red Sox-Yanks an instant classic Heroics and heartbreaks, diving catches and basepath blunders, hot bats and bizarre slumps, rainy days and endless nights. Already an instant classic, a short story transformed into a great American League ,1,Sports,,;;;;;;;;;;;;
"Now It #39;s Official: US Growth Slowed US economic growth slowed more sharply in the second quarter than first thought as oil prices rose and the trade gap swelled, the government said on Friday in a report ,2,Business,,";;;;;;;;;;;;
Australia to Boost Security Net Around Coastline (Reuters) Reuters - Australia plans to strengthen its\coastal security with a controversial surveillance footprint\that stretches south of New Zealand to north of Indonesia.,0,World,,;;;;;;;;;;;;
UK Man Held Over Cisco Source Code Theft (Reuters) Reuters - Police said on Monday they have arrested\a 20-year-old British man on suspicion of stealing Cisco\Systems  source code, the basic instructions for the\machines that direct Internet traffic across the globe.,3,Sci/Tech,,;;;;;;;;;;;;
GameBoy mini-games win prize A set of GameBoy micro-games is named as the most innovative game of the year at a festival in Scotland.,3,Sci/Tech,,;;;;;;;;;;;;
The Turkish Question Yesterday, in one of its boldest moves, the European Commission agreed to begin talks on admitting Turkey to the EU. But fears run deep of a country of 70 million straddling Europe and Asia.,0,World,,;;;;;;;;;;;;
IBM Recall AC Adapters for Notebook Computers The adapters can overheat, cause damage to the circuit board and melt through the housing, which poses a fire and electrical shock hazard to consumers.,3,Sci/Tech,,;;;;;;;;;;;;
Parma Sack Baldini Silvio Baldinis adventure at Parma is over as on Monday morning the Ducali announced his sacking. This was partly due to their latest defeat at Livorno which leaves the Gialloblu firmly anchored in the last places of Serie A.,1,Sports,,;;;;;;;;;;;;
Thompson Does Not Fear O #39;Neill Exit Celtic midfielder Alan Thompson insists fears Martin ONeill might have managed Celtic in Europe for the final time will prove unfounded.,1,Sports,,;;;;;;;;;;;
Saudi reformist trial adjourned A judge adjourns the trial of Saudi reformists amid a\standoff over whether the trial should be held in public.,0,World,,;;;;;;;;;;;;
"Oracle ready to walk away from PeopleSoft, sees offer rejected (AFP) AFP - Oracle Corp. said it was prepared to walk away from its bid for rival business software maker PeopleSoft, saying it had learned that its  quot;final quot; offer was on the verge of being rejected.,3,Sci/Tech,,";;;;;;;;;;;;
"FDA to Inspect Boston Scientific Stent Plant -WSJ NEW YORK (Reuters) - The US Food and Drug Administration expects to inspect Boston Scientific Corp. #39;s Galway, Ireland factory in the  quot;near future quot; as part of its probe into the company #39;s coronary stent recall, the Wall Street Journal said on Friday. ,2,Business,,";;;;;;;;;;;;
"Microsoft To Share Office Source Code I_Love_Pocky! writes  quot;According to this article, Microsoft is going to give its source code for Office 2003 to more than 30 different world governements.,3,Sci/Tech,,";;;;;;;;;;;;
"Fan Sues for Barry Bonds' 700th Home Run Ball  SAN FRANCISCO (Reuters) - As the often-quoted Hall of Fame  catcher Yogi Berra might say: ""It seems like deja vu all over  again."",1,Sports,,";;;;;;;;;;;;
Photo 1 of 8: Microsoft's new Media Center push Software maker heads to LA to show off a host of gadgets that use one or another Microsoft technology to access movies, music and video.,3,Sci/Tech,,;;;;;;;;;;;;
Toll Brothers 3Q Profits Beat Estimates Luxury home builder Toll Brothers Inc. reported Wednesday that strong demand pushed third-quarter profits well above Wall Street expectations.,2,Business,,;;;;;;;;;;;;
Bowa Out as Phillies Manager Larry Bowa was fired as manager of the Philadelphia Phillies on Saturday, a day before the end of yet another disappointing year.,1,Sports,,;;;;;;;;;;;;
Roddick vs. Voltchkov opens Davis Cup semifinal Andy Roddick will play Vladimir Voltchkov on Friday to open the Davis Cup semifinal between the United States and Belarus. Olympic silver medalist Mardy Fish was drawn Thursday to face Max Mirnyi in the second singles match.,1,Sports,,;;;;;;;;;;;;
Stocks Seen Stymied by Oil, Earns (Reuters) Reuters - Record crude oil prices, a tidal wave\of quarterly earnings reports and anxiety ahead of the U.S.\presidential election may pin U.S. stocks down next week.,2,Business,,;;;;;;;;;;;;
"Four Killed in Baghdad #39;s Green Zone A US Army 1st Battalion, 24th Infantry Regiment soldier scans the area through his rifle scope during a joint early morning raid on insurgent targets by Iraqi and US forces, during which 13 suspects were detained in Mosul, Iraq Friday, Nov. 26, 2004.,0,World,,";;;;;;;;;;;;
Cambodian Assembly Ratifies Khmer Rouge Trial Pact The Cambodian parliament ratified an agreement with the United Nations on Monday on setting up a tribunal to try surviving leaders of the Khmer Rouge regime responsible for the deaths of 1.7 million people.,0,World,,;;;;;;;;;;;;
Injured Devers Can't Finish Hurdles ATHENS, Greece - Gail Devers failed once again in the Olympic 100-meter hurdles, falling to injury just steps into her first race. Devers, 37, who has three world championships in the event, pulled up short and screamed as she slid under the first hurdle Sunday...,0,World,,;;;;;;;;;;;;
Al Qaida Man Killed in Gun Battle Police may have killed a suspected top al Qaida operative today in a four-hour gun battle at a house in southern Pakistan that also led to the arrest of two other men.,0,World,,;;;;;;;;;;;;
"ESPN-Star threatens legal action against Zee #39;s Chandra New Delhi, Sept. 22 (PTI): Threatening legal action, ESPN-Star Sports today demanded a  quot;public apology quot; from Zee Telefilms chief Subhash Chandra, for his remarks alleging collusion between the BCCI and the sports broadcaster.,1,Sports,,";;;;;;;;;;;;
Apple releases AirPort 4.1 (MacCentral) MacCentral - Apple on Monday released AirPort 4.1, an update to the drivers for its wireless networking hardware running under Mac OS X v10.3. AirPort 4.1 is available for download from the Software Update system preference pane, and more information is available online.,3,Sci/Tech,,;;;;;;;;;;;;
"Study: MP3 Player Market Booming (NewsFactor) NewsFactor - Sales of portable MP3 digital-audio players are booming and are set to generate US #36;58 billion in revenue worldwide by 2008, according to a new study from research firm IDC.,3,Sci/Tech,,";;;;;;;;;;;;
Deal Said Struck Over Afghan Hostages (AP) AP - Taliban-linked militants holding three U.N. hostages claimed Wednesday the Afghan government has agreed to free some of their jailed comrades to prevent the killing of the foreign captives.,0,World,,;;;;;;;;;;;;
Iron Mountain Gets Connected Iron Mountain moved further into the backup and recovery space Tuesday with the acquisition of Connected Corp. for \$117 million. Connected backs up desktop data for more than 600 corporations, with more than ,2,Business,,;;;;;;;;;;;;
Commonwealth chief says parliament, courts should solve Musharraf row (AFP) AFP - Commonwealth Secretary General Don McKinnon emerged from a meeting with Pervez Musharraf saying Pakistan's parliament and judiciary should solve a row over the president's efforts to remain army chief.,0,World,,;;;;;;;;;;;;
Brunell to Start Opener for Redskins (AP) AP - As expected, Joe Gibbs went with the veteran quarterback.,1,Sports,,;;;;;;;;;;;;
"British firm reconsiders Boeing #39;s Wichita plant LONDON - British engineering firm GKN will take another look at buying Boeing #39;s Wichita manufacturing plant, it said yesterday.,2,Business,,";;;;;;;;;;;;
Gunmen seize US and Arab hostages Iraqi insurgents yesterday kidnapped an American and up to five others in an audacious attack on a house in western Baghdad. An interior ministry source told the Guardian the militants approached the villa ,0,World,,;;;;;;;;;;;;
"Dig below the hype companies dish out Whenever a mutual-fund company makes an announcement designed to build the public #39;s excitement and interest, investors should start looking for the answer to one simple question:  quot;What #39;s the big deal?,2,Business,,";;;;;;;;;;;;
"China move hits Australian mining stocks China #39;s surprise decision to raise interest rates to cool its economy pulled the rug out from under Australia #39;s high-flying resource sector on Friday, dragging the local sharemarket down from record highs.,2,Business,,";;;;;;;;;;;;
Passing Game Stalls The Redskins are still waiting for quarterback Mark Brunell to get into gear. Brunell on Sunday produced one of the least productive games of his 12-year NFL career.,1,Sports,,;;;;;;;;;;;;
Satellite failure hits U.S. broadband services The failure of a communications satellite on Sunday has knocked out broadband services supplied by StarBand Communications, according to a statement posted on the company's web site.,3,Sci/Tech,,;;;;;;;;;;;;
Half-life shoots up Sierra VALVE, the makers of Half-Life, have won a court battle against their distributors Sierra Studios over the rights for pay as you play games.,3,Sci/Tech,,;;;;;;;;;;;;
Coles Myer rings up record profit Australia #39;s biggest retailer Coles Myer has posted a record net profit of Aust. \$576.5 million (\$403 million) and says it is on track to achieve its 2006 target of A\$800 million.,2,Business,,;;;;;;;;;;;
Postal Service Trying to Stay Competitive (AP) AP - From teaming up with a rock band to selling restaurant gift cards online, it isn't Ben Franklin's post office any more. The U.S. Postal Service is battling to keep its place in electronic America by going on the Internet.,3,Sci/Tech,,;;;;;;;;;;;;
"KLM buying two more 777-200ERs, Etihad orders five 777-300ers SEATTLE - Abu Dhabi #39;s Etihad Airways confirmed an order for five Boeing 777-300ERs, and KLM Royal Dutch Airlines ordered two 777-200ERs, Boeing Co.,2,Business,,";;;;;;;;;;;;
Learn Solaris Systems Programming &lt;strong&gt;Site Offer&lt;/strong&gt; Save 30 on this thorough reference,3,Sci/Tech,,;;;;;;;;
"SM amp;A shares tumble after revenue warning Shares of SM amp;A (WINS.O: Quote, Profile, Research) tumbled more than 20 percent on Tuesday, a day after the consultant to defense companies warned that its third-quarter and 2004 revenue would fall short as political events in ,2,Business,,";;;;;;;;;;;;
"Enter your e-mail: We #39;re going through a spate of acquisitions of interesting small companies by portal behemoths, what with Google buying Picasa, AOL snapping up MailBlocks, and Yahoo grabbing OddPost.,3,Sci/Tech,,";;;;;;;;;;;;
U.S. Joins New Drive for Northern Ireland Deal  LEEDS CASTLE, England (Reuters) - U.S. special envoy  Mitchell Reiss will join British and Irish leaders at a  1,000-year-old castle on Thursday for talks billed as a final  chance to save Northern Ireland's 1998 Good Friday peace  accord.,0,World,,;;;;;;;;;;;;
Earnings alert: SCO to cap legal expenses Plus: Novell sees weakness in IT spending...Salesforce reports rise in profit...Nortel to lay off 3,500...Intuit posts loss while revenue rises.,3,Sci/Tech,,;;;;;;;;;;;;
2 Indonesians held in Iraq BAGHDAD - Two Indonesian women working for an electricity firm are among 10 new hostages reported seized by militants in Iraq. The Arab news network Al-Jazeera showed footage yesterday in which a group called ,0,World,,;;;;;;;;;;;;
